symbol,year,quarter,quarter_str,transcript_id,transcript_date,company_name,sector,industry,transcript_length,return_30d
UPS,2020,3,2020Q3,9749,2020-10-28,United Parcel Service,Industrials,Integrated Freight & Logistics,53094,-3.8633
VICI,2020,3,2020Q3,7480,2020-10-29,Vici Properties,Real Estate,REIT - Diversified,55107,13.7977
VLO,2020,3,2020Q3,9659,2020-10-22,Valero Energy,Energy,Oil & Gas Refining & Marketing,56988,51.1347
VMC,2020,3,2020Q3,9965,2020-10-29,Vulcan Materials Company,Basic Materials,Construction Materials,47933,1.0183
VTR,2020,3,2020Q3,9138,2020-11-06,Ventas,Real Estate,REIT - Healthcare Facilities,62024,18.75
WAB,2020,3,2020Q3,7917,2020-10-29,Wabtec,Industrials,Railroads,52955,33.2562
WFC,2020,3,2020Q3,10920,2020-10-14,Wells Fargo,Financial Services,Banks - Diversified,74801,15.5618
WRB,2020,3,2020Q3,7802,2020-10-20,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,41701,5.9075
WST,2020,3,2020Q3,7688,2020-10-22,West Pharmaceutical Services,Healthcare,Medical - Instruments & Supplies,32208,-4.525
WY,2020,3,2020Q3,10821,2020-10-30,Weyerhaeuser,Real Estate,REIT - Specialty,60866,13.9036
ZBRA,2020,3,2020Q3,7784,2020-11-03,Zebra Technologies,Technology,Communication Equipment,50534,28.7781
ZTS,2020,3,2020Q3,8721,2020-11-06,Zoetis,Healthcare,Drug Manufacturers - Specialty & Generic,52662,-5.8865
ADI,2020,4,2020Q4,9937,2020-11-24,Analog Devices,Technology,Semiconductors,39376,14.3503
ADM,2020,4,2020Q4,11071,2021-01-26,Archer Daniels Midland,Consumer Defensive,Agricultural Farm Products,50826,9.983
AES,2020,4,2020Q4,10025,2021-02-25,AES Corporation,Utilities,Diversified Utilities,28355,-1.0
AKAM,2020,4,2020Q4,9362,2021-02-09,Akamai Technologies,Technology,Software - Infrastructure,53634,-15.6226
ALGN,2020,4,2020Q4,8141,2021-02-04,Align Technology,Healthcare,Medical - Devices,65315,-13.746
AMCR,2020,4,2020Q4,7863,2020-08-18,Amcor,Consumer Cyclical,Packaging & Containers,59914,-2.2989
ANET,2020,4,2020Q4,7988,2021-02-18,Arista Networks,Technology,Computer Hardware,58180,0.9326
AOS,2020,4,2020Q4,8096,2021-01-28,A. O. Smith,Industrials,Industrial - Machinery,51062,21.0378
ARE,2020,4,2020Q4,8186,2021-02-02,Alexandria Real Estate Equities,Real Estate,REIT - Office,46055,1.4478
BDX,2020,4,2020Q4,10990,2020-11-05,Becton Dickinson,Healthcare,Medical - Instruments & Supplies,77721,6.4585
BRO,2020,4,2020Q4,7543,2021-01-26,Brown & Brown,Financial Services,Insurance - Brokers,60553,-2.556
C,2020,4,2020Q4,10477,2021-01-15,Citigroup,Financial Services,Banks - Diversified,76602,-0.1449
CBOE,2020,4,2020Q4,8231,2021-02-05,Cboe Global Markets,Financial Services,Financial - Data & Stock Exchanges,63542,6.1712
CCL,2020,4,2020Q4,10009,2021-01-11,Carnival,Consumer Cyclical,Leisure,44743,31.9492
CHTR,2020,4,2020Q4,8294,2021-01-29,Charter Communications,Communication Services,Telecommunications Services,33364,-4.5291
CME,2020,4,2020Q4,9443,2021-02-10,CME Group,Financial Services,Financial - Data & Stock Exchanges,77019,6.9177
CMG,2020,4,2020Q4,8966,2021-02-02,Chipotle Mexican Grill,Consumer Cyclical,Restaurants,60350,-6.1392
CNP,2020,4,2020Q4,10576,2021-02-25,CenterPoint Energy,Utilities,Regulated Electric,53569,11.6771
COP,2020,4,2020Q4,11134,2021-02-02,ConocoPhillips,Energy,Oil & Gas Exploration & Production,57482,39.5972
COR,2020,4,2020Q4,9802,2021-02-04,Cencora,Healthcare,Medical - Distribution,56168,9.8455
COST,2020,4,2020Q4,10369,2020-09-25,Costco,Consumer Defensive,Discount Stores,69914,6.5445
CPB,2020,4,2020Q4,11143,2020-09-03,Campbell Soup Company,Consumer Defensive,Packaged Foods,79255,-6.6921
CRWD,2020,4,2020Q4,7232,2020-03-19,CrowdStrike,Technology,Software - Infrastructure,55066,75.9224
CTVA,2020,4,2020Q4,7872,2021-02-04,Corteva,Basic Materials,Agricultural Inputs,51187,12.4462
DGX,2020,4,2020Q4,9667,2021-02-04,Quest Diagnostics,Healthcare,Medical - Diagnostics & Research,53052,-1.2766
DVA,2020,4,2020Q4,9263,2021-02-11,DaVita,Healthcare,Medical - Care Facilities,62524,-2.8942
EA,2020,4,2020Q4,9703,2020-05-05,Electronic Arts,Technology,Electronic Gaming & Multimedia,55849,8.1431
EBAY,2020,4,2020Q4,9712,2021-02-03,eBay,Consumer Cyclical,Specialty Retail,55180,2.9118
EL,2020,4,2020Q4,9488,2020-08-20,Estée Lauder Companies (The),Consumer Defensive,Household & Personal Products,65989,2.9459
EQR,2020,4,2020Q4,9775,2021-02-11,Equity Residential,Real Estate,REIT - Residential,73837,8.7861
EQT,2020,4,2020Q4,7426,2021-02-17,EQT Corporation,Energy,Oil & Gas Exploration & Production,51677,4.0314
ESS,2020,4,2020Q4,8639,2021-02-05,Essex Property Trust,Real Estate,REIT - Residential,83735,9.286
EVRG,2020,4,2020Q4,8024,2021-02-26,Evergy,Utilities,Regulated Electric,46769,13.4848
EW,2020,4,2020Q4,8984,2021-01-27,Edwards Lifesciences,Healthcare,Medical - Devices,11382,-3.265
FCX,2020,4,2020Q4,8918,2021-01-26,Freeport-McMoRan,Basic Materials,Copper,73474,18.9096
FDX,2020,4,2020Q4,10793,2020-07-01,FedEx,Industrials,Integrated Freight & Logistics,54492,33.1546
FFIV,2020,4,2020Q4,8993,2020-10-26,"F5, Inc.",Technology,Software - Infrastructure,51111,35.8445
FICO,2020,4,2020Q4,7363,2020-11-10,Fair Isaac,Technology,Software - Application,40271,19.7648
FIS,2020,4,2020Q4,9434,2021-02-09,Fidelity National Information Services,Technology,Information Technology Services,44095,7.4721
GEN,2020,4,2020Q4,9631,2020-05-14,Gen Digital,Technology,Software - Infrastructure,48726,-6.4121
GL,2020,4,2020Q4,10450,2021-02-03,Globe Life,Financial Services,Insurance - Life,38571,8.0579
GNRC,2020,4,2020Q4,7606,2021-02-11,Generac,Industrials,Industrial - Machinery,76072,13.8719
HAL,2020,4,2020Q4,11268,2021-01-19,Halliburton,Energy,Oil & Gas Equipment & Services,52317,7.4253
HON,2020,4,2020Q4,11286,2021-01-29,Honeywell,Industrials,Conglomerates,35160,6.5865
HPE,2020,4,2020Q4,8478,2020-12-01,Hewlett Packard Enterprise,Technology,Communication Equipment,38788,11.9643
HSY,2020,4,2020Q4,11295,2021-02-04,Hershey Company (The),Consumer Defensive,Food Confectioners,44439,5.5396
ICE,2020,4,2020Q4,9344,2021-02-04,Intercontinental Exchange,Financial Services,Financial - Data & Stock Exchanges,40066,-3.5559
IRM,2020,4,2020Q4,9155,2021-02-24,Iron Mountain,Real Estate,REIT - Specialty,50414,16.4486
ISRG,2020,4,2020Q4,9290,2021-01-21,Intuitive Surgical,Healthcare,Medical - Instruments & Supplies,55659,-14.2439
JBHT,2020,4,2020Q4,8531,2021-01-19,J.B. Hunt,Industrials,Integrated Freight & Logistics,65842,0.5184
KDP,2020,4,2020Q4,7461,2021-02-25,Keurig Dr Pepper,Consumer Defensive,Beverages - Non-Alcoholic,51742,11.7928
KIM,2020,4,2020Q4,9452,2021-02-11,Kimco Realty,Real Estate,REIT - Retail,72918,8.962
KR,2020,4,2020Q4,11338,2020-03-05,Kroger,Consumer Defensive,Grocery Stores,54997,3.1331
LII,2020,4,2020Q4,7184,2021-02-02,Lennox International,Industrials,Construction,36531,7.5834
LIN,2020,4,2020Q4,10396,2021-02-05,Linde plc,Basic Materials,Chemicals - Specialty,65520,8.4999
LLY,2020,4,2020Q4,10999,2021-01-29,Lilly (Eli),Healthcare,Drug Manufacturers - General,75348,-9.9753
LNT,2020,4,2020Q4,8330,2021-02-19,Alliant Energy,Utilities,Regulated Electric,41785,15.0955
MAA,2020,4,2020Q4,8258,2021-02-04,Mid-America Apartment Communities,Real Estate,REIT - Residential,59888,5.0553
MET,2020,4,2020Q4,9856,2021-02-04,MetLife,Financial Services,Insurance - Life,50478,24.1442
META,2020,4,2020Q4,8657,2021-01-27,Meta Platforms,Communication Services,Internet Content & Information,58959,-1.3743
MNST,2020,4,2020Q4,8837,2021-02-25,Monster Beverage,Consumer Defensive,Beverages - Non-Alcoholic,42363,11.8116
MOS,2020,4,2020Q4,8900,2021-02-18,Mosaic Company (The),Basic Materials,Agricultural Inputs,40329,2.7276
MPC,2020,4,2020Q4,8927,2021-02-02,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,50304,29.3671
NCLH,2020,4,2020Q4,8060,2021-02-25,Norwegian Cruise Line Holdings,Consumer Cyclical,Travel Services,44076,-2.3345
NI,2020,4,2020Q4,9883,2021-02-17,NiSource,Utilities,Regulated Gas,36207,7.7301
NOW,2020,4,2020Q4,7810,2021-01-28,ServiceNow,Technology,Software - Application,57554,-10.3692
NWS,2020,4,2020Q4,8496,2020-08-08,News Corp (Class B),Communication Services,Entertainment,56044,2.4441
NWSA,2020,4,2020Q4,8711,2020-08-08,News Corp (Class A),Communication Services,Entertainment,56044,2.7894
OMC,2020,4,2020Q4,10106,2021-02-18,Omnicom Group,Communication Services,Advertising Agencies,51410,13.1297
OTIS,2020,4,2020Q4,7738,2021-02-01,Otis Worldwide,Industrials,Industrial - Machinery,48790,4.7177
PCAR,2020,4,2020Q4,10802,2021-01-26,Paccar,Industrials,Agricultural - Machinery,54667,-1.3785
PCG,2020,4,2020Q4,7435,2021-02-25,PG&E Corporation,Utilities,Regulated Electric,49695,0.8764
PFE,2020,4,2020Q4,11438,2021-02-02,Pfizer,Healthcare,Drug Manufacturers - General,58143,-0.0279
PH,2020,4,2020Q4,10549,2020-08-06,Parker Hannifin,Industrials,Industrial - Machinery,63916,12.2838
PNW,2020,4,2020Q4,9946,2021-02-24,Pinnacle West,Utilities,Regulated Electric,23197,8.3709
PSX,2020,4,2020Q4,8855,2021-01-29,Phillips 66,Energy,Oil & Gas Refining & Marketing,15849,25.2655
PTC,2020,4,2020Q4,7597,2020-10-28,PTC Inc.,Technology,Software - Application,59627,36.9953
RF,2020,4,2020Q4,10052,2021-01-22,Regions Financial Corporation,Financial Services,Banks - Regional,39493,19.8426
RL,2020,4,2020Q4,9398,2020-05-27,Ralph Lauren Corporation,Consumer Cyclical,Apparel - Manufacturers,55360,-17.0825
ROST,2020,4,2020Q4,9065,2021-03-01,Ross Stores,Consumer Cyclical,Apparel - Retail,35299,5.2252
RSG,2020,4,2020Q4,9164,2021-02-23,Republic Services,Industrials,Waste Management,65258,15.0517
SHW,2020,4,2020Q4,11053,2021-01-28,Sherwin-Williams,Basic Materials,Chemicals - Specialty,82678,-1.3128
SNPS,2020,4,2020Q4,8213,2020-12-02,Synopsys,Technology,Software - Infrastructure,50326,19.3485
SPG,2020,4,2020Q4,9757,2021-02-09,Simon Property Group,Real Estate,REIT - Retail,70052,10.8142
STLD,2020,4,2020Q4,7390,2021-01-26,Steel Dynamics,Basic Materials,Steel,51699,26.9251
SYF,2020,4,2020Q4,8469,2021-01-29,Synchrony Financial,Financial Services,Financial - Credit Services,63387,19.309
TFC,2020,4,2020Q4,10124,2021-01-21,Truist Financial,Financial Services,Banks - Regional,63705,13.7323
TPR,2020,4,2020Q4,9569,2020-08-13,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,79120,4.8718
UAL,2020,4,2020Q4,8504,2021-01-21,United Airlines Holdings,Industrials,"Airlines, Airports & Air Services",70200,11.8194
ULTA,2020,4,2020Q4,8384,2021-03-11,Ulta Beauty,Consumer Cyclical,Specialty Retail,68498,-5.5281
UPS,2020,4,2020Q4,9748,2021-02-02,United Parcel Service,Industrials,Integrated Freight & Logistics,54151,2.8094
USB,2020,4,2020Q4,9928,2021-01-20,U.S. Bancorp,Financial Services,Banks - Regional,49139,6.1369
V,2020,4,2020Q4,9074,2020-10-29,Visa Inc.,Financial Services,Financial - Credit Services,62178,12.1058
VICI,2020,4,2020Q4,7479,2021-02-19,Vici Properties,Real Estate,REIT - Diversified,60023,6.8584
VST,2020,4,2020Q4,7258,2021-02-26,Vistra Corp.,Utilities,Independent Power Producers,58675,-24.6046
VTRS,2020,4,2020Q4,9596,2021-02-18,Viatris,Healthcare,Drug Manufacturers - Specialty & Generic,23728,-23.098
WBD,2020,4,2020Q4,7488,2021-02-22,Warner Bros. Discovery,Communication Services,Entertainment,47394,-14.5895
XOM,2020,4,2020Q4,11519,2021-02-02,ExxonMobil,Energy,Oil & Gas Integrated,76730,32.1683
XYL,2020,4,2020Q4,8882,2021-02-04,Xylem Inc.,Industrials,Industrial - Machinery,52978,9.3461
XYZ,2020,4,2020Q4,7119,2021-02-23,"Block, Inc.",Technology,Software - Infrastructure,49501,0.6937
A,2021,1,2021Q1,9909,2021-02-16,Agilent Technologies,Healthcare,Medical - Diagnostics & Research,57997,-0.6331
ACGL,2021,1,2021Q1,7407,2021-04-28,Arch Capital Group,Financial Services,Insurance - Diversified,48631,-3.6552
ACN,2021,1,2021Q1,8908,2020-12-17,Accenture,Technology,Information Technology Services,51156,0.5254
AES,2021,1,2021Q1,10024,2021-05-06,AES Corporation,Utilities,Diversified Utilities,34751,-5.0246
AIG,2021,1,2021Q1,10810,2021-05-07,American International Group,Financial Services,Insurance - Diversified,54428,-4.8236
AON,2021,1,2021Q1,10224,2021-04-30,Aon,Financial Services,Insurance - Brokers,43697,4.5095
APTV,2021,1,2021Q1,8755,2021-05-06,Aptiv,Consumer Cyclical,Auto - Parts,55119,3.0437
AXON,2021,1,2021Q1,7353,2021-05-06,Axon Enterprise,Industrials,Aerospace & Defense,33590,11.0521
BA,2021,1,2021Q1,11088,2021-04-28,Boeing,Industrials,Aerospace & Defense,65237,2.4209
BALL,2021,1,2021Q1,10611,2021-05-06,Ball Corporation,Consumer Cyclical,Packaging & Containers,60138,-14.7303
BAX,2021,1,2021Q1,10980,2021-02-05,Baxter International,Healthcare,Medical - Instruments & Supplies,34095,5.2604
BEN,2021,1,2021Q1,10087,2021-02-02,Franklin Resources,Financial Services,Asset Management,52155,13.845
BKR,2021,1,2021Q1,8131,2021-04-21,Baker Hughes,Energy,Oil & Gas Equipment & Services,54800,32.5474
CAG,2021,1,2021Q1,10723,2020-10-01,Conagra Brands,Consumer Defensive,Packaged Foods,59766,-0.8401
CARR,2021,1,2021Q1,7728,2021-04-29,Carrier Global,Industrials,Construction,55368,3.6188
CAT,2021,1,2021Q1,11106,2021-04-29,Caterpillar Inc.,Industrials,Agricultural - Machinery,52637,-4.9935
CCI,2021,1,2021Q1,8863,2021-04-22,Crown Castle,Real Estate,REIT - Specialty,53052,7.5565
CF,2021,1,2021Q1,9244,2021-05-06,CF Industries,Basic Materials,Agricultural Inputs,39484,-2.5559
CHD,2021,1,2021Q1,8459,2021-04-29,Church & Dwight,Consumer Defensive,Household & Personal Products,46020,0.3436
CNC,2021,1,2021Q1,8392,2021-04-27,Centene Corporation,Healthcare,Medical - Healthcare Plans,45482,8.5758
CRM,2021,1,2021Q1,9226,2020-05-29,Salesforce,Technology,Software - Application,59850,8.4501
CTVA,2021,1,2021Q1,7871,2021-05-05,Corteva,Basic Materials,Agricultural Inputs,54566,-12.613
D,2021,1,2021Q1,8266,2021-05-04,Dominion Energy,Utilities,Regulated Electric,38121,-4.8152
DECK,2021,1,2021Q1,7266,2020-07-30,Deckers Brands,Consumer Cyclical,Apparel - Footwear & Accessories,63112,-2.7739
DELL,2021,1,2021Q1,7206,2020-05-28,Dell Technologies,Technology,Computer Hardware,52127,13.599
DIS,2021,1,2021Q1,10882,2021-02-11,Walt Disney Company (The),Communication Services,Entertainment,51965,-3.1743
DTE,2021,1,2021Q1,11187,2021-04-27,DTE Energy,Utilities,Regulated Electric,57320,1.0596
DUK,2021,1,2021Q1,10891,2021-05-10,Duke Energy,Utilities,Regulated Electric,48040,-0.4561
ECL,2021,1,2021Q1,10458,2021-04-27,Ecolab,Basic Materials,Chemicals - Specialty,53995,-6.1946
ELV,2021,1,2021Q1,9693,2021-04-21,Elevance Health,Healthcare,Medical - Healthcare Plans,47823,3.6032
EMR,2021,1,2021Q1,11043,2021-02-03,Emerson Electric,Industrials,Industrial - Machinery,81049,5.7481
EOG,2021,1,2021Q1,9873,2021-05-07,EOG Resources,Energy,Oil & Gas Exploration & Production,52212,10.4053
EXC,2021,1,2021Q1,11222,2021-05-05,Exelon,Utilities,Regulated Electric,44873,2.7247
EXE,2021,1,2021Q1,7156,2021-05-12,Expand Energy,Energy,Oil & Gas Exploration & Production,46981,8.2144
EXPE,2021,1,2021Q1,9334,2021-05-06,Expedia Group,Consumer Cyclical,Travel Services,55205,1.8808
EXR,2021,1,2021Q1,8445,2021-04-29,Extra Space Storage,Real Estate,REIT - Industrial,27311,8.7802
FOXA,2021,1,2021Q1,7906,2020-11-03,Fox Corporation (Class A),Communication Services,Entertainment,37347,3.8321
FTNT,2021,1,2021Q1,7969,2021-04-29,Fortinet,Technology,Software - Infrastructure,58149,18.419
FTV,2021,1,2021Q1,8320,2021-05-01,Fortive,Technology,"Hardware, Equipment & Parts",66208,0.9931
GDDY,2021,1,2021Q1,7240,2021-05-05,GoDaddy,Technology,Software - Infrastructure,55646,4.0978
GL,2021,1,2021Q1,10449,2021-04-22,Globe Life,Financial Services,Insurance - Life,41733,1.0629
GOOG,2021,1,2021Q1,9469,2021-04-27,Alphabet Inc. (Class C),Communication Services,Internet Content & Information,32277,9.2926
HCA,2021,1,2021Q1,8575,2021-04-22,HCA Healthcare,Healthcare,Medical - Care Facilities,38523,8.2215
INTU,2021,1,2021Q1,9864,2020-11-19,Intuit,Technology,Software - Application,50758,-0.1217
INVH,2021,1,2021Q1,7451,2021-04-29,Invitation Homes,Real Estate,REIT - Residential,59016,10.4246
IRM,2021,1,2021Q1,9154,2021-05-06,Iron Mountain,Real Estate,REIT - Specialty,42006,14.2525
ISRG,2021,1,2021Q1,9289,2021-04-20,Intuitive Surgical,Healthcare,Medical - Instruments & Supplies,54332,0.6842
IVZ,2021,1,2021Q1,9253,2021-04-27,Invesco,Financial Services,Asset Management,56068,8.1794
J,2021,1,2021Q1,9325,2021-02-09,Jacobs Solutions,Industrials,Engineering & Construction,55650,12.9837
JCI,2021,1,2021Q1,9019,2021-01-29,Johnson Controls,Industrials,Construction,38334,26.2465
KDP,2021,1,2021Q1,7460,2021-04-29,Keurig Dr Pepper,Consumer Defensive,Beverages - Non-Alcoholic,49520,0.0568
KKR,2021,1,2021Q1,7249,2021-05-04,KKR,Financial Services,Asset Management,34909,1.3506
KR,2021,1,2021Q1,11337,2020-06-18,Kroger,Consumer Defensive,Grocery Stores,69318,6.0347
LH,2021,1,2021Q1,9559,2021-04-29,LabCorp,Healthcare,Medical - Diagnostics & Research,36784,-1.5862
LLY,2021,1,2021Q1,10998,2021-04-27,Lilly (Eli),Healthcare,Drug Manufacturers - General,77284,20.7136
LVS,2021,1,2021Q1,7818,2021-04-21,Las Vegas Sands,Consumer Cyclical,"Gambling, Resorts & Casinos",37740,-3.8618
LYB,2021,1,2021Q1,8809,2021-04-30,LyondellBasell,Basic Materials,Chemicals - Specialty,39806,0.9582
LYV,2021,1,2021Q1,7764,2021-05-06,Live Nation Entertainment,Communication Services,Entertainment,34781,18.557
MAS,2021,1,2021Q1,10774,2021-04-28,Masco,Industrials,Construction,51129,-8.0541
MCHP,2021,1,2021Q1,9352,2020-08-05,Microchip Technology,Technology,Semiconductors,66456,2.9442
MCK,2021,1,2021Q1,9999,2020-08-03,McKesson Corporation,Healthcare,Medical - Distribution,54551,0.4728
MGM,2021,1,2021Q1,8104,2021-04-28,MGM Resorts,Consumer Cyclical,"Gambling, Resorts & Casinos",40807,2.832
MHK,2021,1,2021Q1,8665,2021-04-30,Mohawk Industries,Consumer Cyclical,"Furnishings, Fixtures & Appliances",57733,-11.6161
MLM,2021,1,2021Q1,8611,2021-05-04,Martin Marietta Materials,Basic Materials,Construction Materials,54916,-3.2632
MNST,2021,1,2021Q1,8836,2021-05-07,Monster Beverage,Consumer Defensive,Beverages - Non-Alcoholic,42968,0.5698
MSCI,2021,1,2021Q1,8032,2021-04-27,MSCI,Financial Services,Financial - Data & Stock Exchanges,58640,-4.347
NDSN,2021,1,2021Q1,7514,2021-02-23,Nordson Corporation,Industrials,Industrial - Machinery,29982,9.3774
NOC,2021,1,2021Q1,11391,2021-04-29,Northrop Grumman,Industrials,Aerospace & Defense,50792,10.8432
NOW,2021,1,2021Q1,7809,2021-04-29,ServiceNow,Technology,Software - Application,54940,0.8594
ODFL,2021,1,2021Q1,7791,2021-04-22,Old Dominion,Industrials,Trucking,58816,5.5047
OXY,2021,1,2021Q1,11409,2021-05-11,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,55399,16.2599
PFE,2021,1,2021Q1,11437,2021-05-04,Pfizer,Healthcare,Drug Manufacturers - General,46428,-1.3307
PFG,2021,1,2021Q1,9729,2021-04-28,Principal Financial Group,Financial Services,Insurance - Diversified,52103,2.3529
PH,2021,1,2021Q1,10548,2020-11-05,Parker Hannifin,Industrials,Industrial - Machinery,56050,24.805
PLTR,2021,1,2021Q1,7224,2021-05-11,Palantir Technologies,Technology,Software - Infrastructure,45630,42.2306
PNW,2021,1,2021Q1,9945,2021-05-05,Pinnacle West,Utilities,Regulated Electric,17280,-0.0473
PPL,2021,1,2021Q1,9792,2021-05-06,PPL Corporation,Utilities,Regulated Electric,25999,-4.5297
PRU,2021,1,2021Q1,9738,2021-05-05,Prudential Financial,Financial Services,Insurance - Life,51997,-1.0131
PSA,2021,1,2021Q1,9523,2021-04-29,Public Storage,Real Estate,REIT - Industrial,41332,8.2641
PSX,2021,1,2021Q1,8854,2021-04-30,Phillips 66,Energy,Oil & Gas Refining & Marketing,14067,13.8302
PWR,2021,1,2021Q1,9100,2021-05-06,Quanta Services,Industrials,Engineering & Construction,47782,-11.7786
QCOM,2021,1,2021Q1,9954,2021-02-03,Qualcomm,Technology,Semiconductors,51899,-19.273
RF,2021,1,2021Q1,10051,2021-04-23,Regions Financial Corporation,Financial Services,Banks - Regional,53281,10.9414
ROST,2021,1,2021Q1,9064,2021-05-19,Ross Stores,Consumer Cyclical,Apparel - Retail,36671,0.887
SBAC,2021,1,2021Q1,8077,2021-04-27,SBA Communications,Real Estate,REIT - Specialty,43299,8.0976
STZ,2021,1,2021Q1,9541,2020-07-01,Constellation Brands,Consumer Defensive,Beverages - Wineries & Distilleries,56179,0.9546
SYY,2021,1,2021Q1,10521,2020-11-03,Sysco,Consumer Defensive,Food Distribution,72681,29.4097
TPL,2021,1,2021Q1,7201,2021-05-07,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,26990,-0.8975
TSCO,2021,1,2021Q1,8647,2021-04-22,Tractor Supply,Consumer Cyclical,Specialty Retail,58339,0.4996
TSN,2021,1,2021Q1,9532,2021-02-11,Tyson Foods,Consumer Defensive,Agricultural Farm Products,52685,9.6709
TTD,2021,1,2021Q1,7127,2021-05-10,"The Trade Desk, Inc.",Technology,Software - Application,64696,33.558
TXN,2021,1,2021Q1,9828,2021-04-27,Texas Instruments,Technology,Semiconductors,29528,-1.1619
UAL,2021,1,2021Q1,8503,2021-04-20,United Airlines Holdings,Industrials,"Airlines, Airports & Air Services",64495,9.6381
USB,2021,1,2021Q1,9927,2021-04-15,U.S. Bancorp,Financial Services,Banks - Regional,56624,5.488
VMC,2021,1,2021Q1,9963,2021-05-04,Vulcan Materials Company,Basic Materials,Construction Materials,47623,-5.1759
VZ,2021,1,2021Q1,10714,2021-04-21,Verizon,Communication Services,Telecommunications Services,57206,-2.4148
WBD,2021,1,2021Q1,7487,2021-04-28,Warner Bros. Discovery,Communication Services,Entertainment,43030,-22.7378
WM,2021,1,2021Q1,10042,2021-04-27,Waste Management,Industrials,Waste Management,70947,4.2186
WY,2021,1,2021Q1,10819,2021-04-30,Weyerhaeuser,Real Estate,REIT - Specialty,56185,-12.891
YUM,2021,1,2021Q1,10141,2021-04-28,Yum! Brands,Consumer Cyclical,Restaurants,44390,1.9758
ABBV,2021,2,2021Q2,8745,2021-07-30,AbbVie,Healthcare,Drug Manufacturers - General,73934,-9.5819
ADM,2021,2,2021Q2,11069,2021-07-27,Archer Daniels Midland,Consumer Defensive,Agricultural Farm Products,47813,2.447
ADP,2021,2,2021Q2,10782,2021-01-27,Automatic Data Processing,Industrials,Staffing & Employment Services,53517,10.3507
AEP,2021,2,2021Q2,11078,2021-07-22,American Electric Power,Utilities,Regulated Electric,51400,7.33
AES,2021,2,2021Q2,10023,2021-08-05,AES Corporation,Utilities,Diversified Utilities,28440,4.0609
AIG,2021,2,2021Q2,10809,2021-08-06,American International Group,Financial Services,Insurance - Diversified,55245,9.3917
ALL,2021,2,2021Q2,10241,2021-08-05,Allstate,Financial Services,Insurance - Property & Casualty,55549,1.6288
AMD,2021,2,2021Q2,8175,2020-10-21,Advanced Micro Devices,Technology,Semiconductors,59587,18.7374
AON,2021,2,2021Q2,10223,2021-07-30,Aon,Financial Services,Insurance - Brokers,53151,10.911
BALL,2021,2,2021Q2,10610,2021-08-05,Ball Corporation,Consumer Cyclical,Packaging & Containers,58266,16.867
BK,2021,2,2021Q2,10268,2021-07-15,BNY Mellon,Financial Services,Asset Management,32503,12.5812
CF,2021,2,2021Q2,9243,2021-08-10,CF Industries,Basic Materials,Agricultural Inputs,55914,7.1171
CL,2021,2,2021Q2,11114,2021-07-30,Colgate-Palmolive,Consumer Defensive,Household & Personal Products,34094,-7.3515
CLX,2021,2,2021Q2,11024,2021-02-04,Clorox,Consumer Defensive,Household & Personal Products,64573,-9.0229
CPAY,2021,2,2021Q2,8004,2021-08-04,Corpay,Technology,Software - Infrastructure,53824,4.2973
CPT,2021,2,2021Q2,7495,2021-07-30,Camden Property Trust,Real Estate,REIT - Residential,63235,1.1025
CTRA,2021,2,2021Q2,9279,2021-07-30,Coterra,Energy,Oil & Gas Exploration & Production,35472,19.3711
CVS,2021,2,2021Q2,11159,2021-08-04,CVS Health,Healthcare,Medical - Healthcare Plans,52877,1.6071
D,2021,2,2021Q2,8265,2021-08-06,Dominion Energy,Utilities,Regulated Electric,38763,-1.9453
DASH,2021,2,2021Q2,7149,2021-08-12,DoorDash,Communication Services,Internet Content & Information,27903,15.7221
DDOG,2021,2,2021Q2,7135,2021-08-05,Datadog,Technology,Software - Application,50480,24.5367
DLR,2021,2,2021Q2,8364,2021-07-30,Digital Realty,Real Estate,REIT - Office,54772,0.0324
DRI,2021,2,2021Q2,10250,2020-12-18,Darden Restaurants,Consumer Cyclical,Restaurants,87464,5.8338
DUK,2021,2,2021Q2,10890,2021-08-05,Duke Energy,Utilities,Regulated Electric,40927,-6.6148
DXCM,2021,2,2021Q2,7718,2021-07-29,Dexcom,Healthcare,Medical - Devices,56315,18.5071
EL,2021,2,2021Q2,9486,2021-02-05,Estée Lauder Companies (The),Consumer Defensive,Household & Personal Products,52444,13.0923
EOG,2021,2,2021Q2,9872,2021-08-05,EOG Resources,Energy,Oil & Gas Exploration & Production,49997,4.9618
EQT,2021,2,2021Q2,7424,2021-07-29,EQT Corporation,Energy,Oil & Gas Exploration & Production,47322,-6.506
ETN,2021,2,2021Q2,11204,2021-08-03,Eaton Corporation,Industrials,Industrial - Machinery,56172,2.5944
EXE,2021,2,2021Q2,7155,2021-08-11,Expand Energy,Energy,Oil & Gas Exploration & Production,56850,8.955
EXR,2021,2,2021Q2,8444,2021-07-28,Extra Space Storage,Real Estate,REIT - Industrial,37612,8.929
FCX,2021,2,2021Q2,8916,2021-07-22,Freeport-McMoRan,Basic Materials,Copper,64179,4.6753
